Geo,Year,HhPropIncQ1,HhPropIncQ2,HhPropIncQ3,HhPropIncQ4
314,2050,0.09,0.25,0.39,0.27
315,2050,0.3,0.19,0.24,0.27
316,2050,0.45,0.38,0.12,0.05
317,2050,0.21,0.27,0.34,0.18
318,2050,0.51,0.26,0.18,0.05
319,2050,0.1,0.22,0.3,0.38
320,2050,0.12,0.26,0.3,0.32
321,2050,0.16,0.25,0.38,0.21
322,2050,0.21,0.2,0.36,0.23
323,2050,0.04,0.03,0.16,0.77
324,2050,0.17,0.21,0.25,0.37
325,2050,0.13,0.21,0.28,0.38
326,2050,0.2,0.21,0.26,0.33
327,2050,0.23,0.23,0.34,0.2
328,2050,0.14,0.29,0.33,0.24
329,2050,0.11,0.35,0.35,0.18
330,2050,0.09,0.18,0.36,0.37
331,2050,0.55,0.2,0.17,0.08
332,2050,0.45,0.13,0.22,0.2
333,2050,0.72,0.1,0.13,0.05
334,2050,0.18,0.31,0.25,0.26
335,2050,0.15,0.25,0.39,0.21
336,2050,0.14,0.23,0.29,0.34
337,2050,0.27,0.26,0.27,0.2
338,2050,0.3,0.31,0.23,0.16
339,2050,0.05,0.25,0.28,0.42
340,2050,0.16,0.2,0.34,0.3
341,2050,0.21,0.19,0.23,0.37
342,2050,0.15,0.24,0.24,0.37
343,2050,0.22,0.17,0.25,0.36
344,2050,0.14,0.46,0.3,0.1
345,2050,0.31,0.34,0.2,0.15
346,2050,0.29,0.36,0.25,0.1
347,2050,0.13,0.35,0.21,0.31
348,2050,0.4,0.38,0.16,0.06
349,2050,0.4,0.33,0.17,0.1
350,2050,0.51,0.26,0.09,0.14
351,2050,0.31,0.24,0.25,0.2
352,2050,0.15,0.21,0.3,0.34
353,2050,0.18,0.23,0.22,0.37
354,2050,0.12,0.32,0.27,0.29
355,2050,0.19,0.27,0.29,0.25
356,2050,0.17,0.33,0.32,0.18
357,2050,0.2,0.44,0.16,0.2
358,2050,0.22,0.19,0.36,0.23
359,2050,0.22,0.26,0.2,0.32
360,2050,0.13,0.27,0.3,0.3
361,2050,0.3,0.13,0.22,0.35
362,2050,0.16,0.18,0.37,0.29
363,2050,0.2,0.18,0.25,0.37
364,2050,0.39,0.28,0.19,0.14
365,2050,0.13,0.27,0.29,0.31
366,2050,0.08,0.25,0.31,0.36
367,2050,0.18,0.2,0.39,0.23
368,2050,0.14,0.19,0.3,0.37
369,2050,0.28,0.32,0.24,0.16
370,2050,0.18,0.36,0.26,0.2
371,2050,0.24,0.36,0.33,0.07
372,2050,0.16,0.16,0.32,0.36
373,2050,0.21,0.23,0.32,0.24
374,2050,0.12,0.27,0.26,0.35
375,2050,0.32,0.36,0.17,0.15
376,2050,0.2,0.24,0.29,0.27
377,2050,0.45,0.37,0.14,0.04
378,2050,0.08,0.19,0.4,0.33
379,2050,0.22,0.22,0.27,0.29
380,2050,0.12,0.24,0.31,0.33
381,2050,0.16,0.34,0.27,0.23
382,2050,0.18,0.26,0.26,0.3
383,2050,0.09,0.15,0.26,0.5
384,2050,0.02,0.18,0.32,0.48
385,2050,0.09,0.24,0.22,0.45
386,2050,0.27,0.25,0.32,0.16
387,2050,0.42,0.27,0.26,0.05
388,2050,0.27,0.36,0.2,0.17
389,2050,0.2,0.21,0.32,0.27
390,2050,0.16,0.34,0.21,0.29
391,2050,0.53,0.13,0.23,0.11
392,2050,0.17,0.32,0.34,0.17
393,2050,0.25,0.17,0.28,0.3
394,2050,0.14,0.22,0.29,0.35
395,2050,0.14,0.35,0.35,0.16
396,2050,0.42,0.27,0.23,0.08
397,2050,0.32,0.23,0.23,0.22
398,2050,0.18,0.35,0.26,0.21
399,2050,0.39,0.16,0.25,0.2
400,2050,0.09,0.24,0.33,0.34
401,2050,0.09,0.09,0.27,0.55
402,2050,0.11,0.28,0.26,0.35
403,2050,0.22,0.24,0.27,0.27
404,2050,0.12,0.23,0.38,0.27
405,2050,0.23,0.24,0.3,0.23
406,2050,0.56,0.24,0.14,0.06
407,2050,0.28,0.41,0.19,0.12
408,2050,0.17,0.25,0.26,0.32
409,2050,0.38,0.21,0.22,0.19
410,2050,0.36,0.26,0.27,0.11
411,2050,0.29,0.38,0.19,0.14
412,2050,0.44,0.37,0.16,0.03
413,2050,0.19,0.39,0.27,0.15
414,2050,0.13,0.28,0.32,0.27
415,2050,0.38,0.39,0.15,0.08
416,2050,0.28,0.29,0.28,0.15
417,2050,0.63,0.35,0.02,0
418,2050,0.39,0.25,0.25,0.11
419,2050,0.3,0.31,0.21,0.18
420,2050,0.18,0.4,0.32,0.1
421,2050,0.35,0.22,0.24,0.19
422,2050,0.25,0.25,0.31,0.19
423,2050,0.23,0.24,0.26,0.26
424,2050,0.22,0.29,0.25,0.24
425,2050,0.42,0.38,0.14,0.06
426,2050,0.6,0.18,0.18,0.04
427,2050,0.3,0.38,0.22,0.1
428,2050,0.41,0.41,0.16,0.03
429,2050,0.29,0.16,0.3,0.25
430,2050,0.35,0.32,0.18,0.15
431,2050,0.18,0.27,0.34,0.21
432,2050,0.25,0.38,0.21,0.16
433,2050,0.53,0.19,0.13,0.15
434,2050,0.1,0.24,0.34,0.32
435,2050,0.18,0.49,0.24,0.09
436,2050,0.15,0.17,0.38,0.3
437,2050,0.11,0.27,0.3,0.32
438,2050,0.14,0.29,0.36,0.21
439,2050,0.34,0.3,0.31,0.05
440,2050,0.36,0.26,0.32,0.06
441,2050,0.29,0.17,0.29,0.25
442,2050,0.17,0.23,0.41,0.19
443,2050,0.21,0.34,0.23,0.22
444,2050,0.33,0.35,0.17,0.15
445,2050,0.6,0.23,0.13,0.04
446,2050,0.53,0.36,0.09,0.02
447,2050,0.45,0.27,0.22,0.06
448,2050,0.37,0.34,0.24,0.05
449,2050,0.2,0.37,0.25,0.18
450,2050,0.34,0.28,0.3,0.08
451,2050,0.37,0.26,0.27,0.1
452,2050,0.31,0.24,0.28,0.17
453,2050,0.42,0.3,0.18,0.1
454,2050,0.46,0.24,0.14,0.16
455,2050,0.57,0.32,0.09,0.02
456,2050,0.23,0.19,0.23,0.35
457,2050,0.32,0.26,0.2,0.22
458,2050,0.39,0.28,0.2,0.13
459,2050,0.28,0.23,0.21,0.28
